year,resid,age,gender,race,educ1,urban,region,income,union,religion,martial_status,occup2,partyid7,str_partyid,dlikes,rlikes,presvote_2party,ideo7,perfin1
2000,504,41,1,5,3,3,1,4,2,4,1,3,5,2,-5,2,2,6,1
2000,505,89,1,1,3,3,1, ,2,2,1,1,7,4,-3,2,2, ,2
2000,508,25,2,1,3,2,4,3,2,1,1,1,6,3,-2,2, , ,1
2000,509,65,2,1,4,3,1, ,1,2,5,1,2,3,1,-1,2,3,1
2000,510,42,2,2,4,2,3,3,2,1,5,1,2,3,0,-2,1, ,3
2000,511,27,1,2,3,1,3,2,2,1,3,1,2,3,0,-2,1, ,1
2000,512,44,2,1,2,1,3,2,2,4,3,3,2,3,1,0, ,4,2
2000,513,40,1,1,4,2,1,4,1,2,1,1,1,4,2,-2,1, ,2
2000,514,75,2,1,2,2,1, ,2,1,1,2,7,4,-2,2,2, ,2
2000,515,39,1,1,4,2,2,3,2,1,1,1,2,3,1,0,1,6,1
2000,516,67,1,1,3,2,2,2,1,2,1,2,1,4,3,-1,1, ,2
2000,517,34,2,1,4,1,4,5,2,1,2,1,6,3,-3,1,2, ,1
2000,518,85,1,1,4,1,4,3,2,3,5,1,1,4,1,-2,1,4,2
2000,519,58,2,1,2,3,3,3,2,1,1,2,3,2,3,-3, ,4,1
2000,522,63,1,1,2,2,2,3,2,1,1,1,6,3,0,3,2, ,2
2000,524,56,2,2,4,1,4,3,1,2,2,1,1,4,5,-5,1,6,1
2000,525,32,2,3,4,2,4,4,2,2,1,2,2,3,1,0,1, ,1
2000,527,40,1,1,3,3,2,3,1,1,1,3,1,4,0,-1,1,6,2
2000,529,40,1,1,3,1,4,3,2,1,3,1,6,3,-2,5,2, ,3
2000,530,73,1,1,4,2,4,3,2,4,1,1,7,4,-3,1,2,6,3
2000,532,73,1,1,4,2,4,3,2, ,1,2,7,4,-1,-4,2,6,2
2000,533,61,2,1,3,2,4,3,2,1,1,1,7,4,-5,5,2, ,2
2000,535,50,2,3,3,2,4,4,2,4,1,1,2,3,5,-3,1, ,1
2000,536,42,2,1,4,2,4,3,2,1,2,1,7,4,0,3,2,6,3
2000,537,43,1,1,4,2,1,2,2,1,1,1,7,4,0,3,2, ,3
2000,538,55,1,1,3,2,1,4,2,2,1,1,3,2,5,-5,1,4,1
2000,539,36,2,1,4,1,3,5,1,2,1,1,4,1,0,1,2, ,2
2000,540,30,2,5,4,1,3,4,2,2,1,1,4,1,0,0,2,4,1
2000,542,71,1,5,1,1,3,1,2,2,1,3,1,4,5,-2, , ,2
2000,543,38,2,1,4,1,3,4,2,1,1,6,7,4,-1,4,2, ,2
2000,545,54,2,1,3,2,2,3,2,1,4,3,7,4,5,-3,1,7,3
2000,546,89,2,1,1,2,2,1,2,2,5,2,3,2,0,0, , ,3
2000,548,24,2,1,2,1,3,1,2,1,1,2,3,2,2,0, , ,2
2000,549,19,2,1,3,2,3, , ,1,2,2,7,4,-2,1,2, ,2
2000,550,49,1,2,3,2,3,4,2,1,1,3,1,4,2,-1,1,4,2
2000,551,50,2,1,2,3,2,4,2,1,1,2,2,3,0,0,1, ,2
2000,552,48,2,1,3,3,2, ,2,1,1,3,5,2,-4,4,2,6,2
2000,553,29,1,1,2,3,2,2,2,4,1,4,3,2,0,0, , , 
2000,554,51,2,1,4,3,2,3,1,1,1,1,3,2,-3,3,2,4,2
2000,555,37,1,1,4,1,3,3,2,4,3,1,3,2,3,-5,1,3,1
2000,557,56,1,1,4,2,3,4,2,1,1,1,5,2,-5,3,2, ,1
2000,559,50,1,1,4,2,1,4,2,1,1,1,7,4,-5,5,2,6,2
2000,560,39,2, ,2,3,2,4,1,1,1,1,4,1,-2,4,1,5,1
2000,561,41,1,5,1,2,1,2,2,4,1,3,1,4,0,0,1, ,1
2000,562,21,2,1,2,2,1,5,1,2,2,2,6,3,-3,-1, , ,2
2000,563,21,2,5,2, ,2,3,2,1,1,3,3,2,0,0, ,2,1
2000,564,20,2, ,2,3,2,1,2,4,7,3,4,1,1,-3, , ,3
2000,565,36,1,1,2,3,2,2,2,2,2,4,6,3,0,0,2, ,2
2000,567,57,2,1,4,3,2,3,2,1,2,1,5,2,0,0,2,6,1
2000,569,46,2,1,4,2,1,4,1,2,1,1,1,4,4,-5,1, ,1
2000,570,28,1,4,4,2,3,4,2,1,1,1,6,3,-1,3,2, ,1
2000,571,36,1,1,2,2,3,3,2,1,1,3,7,4,0,1,2, ,2
2000,572,40,2,1,2,2,3,3,2,1,1,2,2,3,2,-2, , ,3
2000,573,53,1,1,3,2,3, ,2,1,1,2,5,2,-3,3,2, ,3
2000,577,20,2,2,2,2,3,1,2,1,4,2,4,1,-1,-1, , , 
2000,578,31,2,1,2,2,3,3,2,1,1,2,1,4,0,0,1, ,1
2000,579,81,1,1,3,2,3,3,2,1,5,3,2,3,2,-1,1, ,2
2000,580,30,1,2,4,2,3,3,2,1,1,1,2,3,1,0,1, ,1
2000,581,80,2,1,4, ,3,3,2,1,5,1,2,3,1,-1,1, ,2
2000,582,52,2,1,4,2,1,4,2,4,1,1,2,3,4,-3,1, ,2
2000,584,49,1,1,4,2,1,5,2,1,1,2,7,4,-3,2,2,6,1
2000,585,49,2,1,2,2,2,2,2,1,1,3,6,3,-2,5,2, ,2
2000,586,21,2,1,3,2,4,2,2,1,1,2,6,3,-1,0,2, ,2
2000,587,57,2,5,2,1,3,1,1,2,5,2,2,3,0,2, , ,2
2000,588,39,2,5,2,1,3,2,2,1,1,2,2,3,-1,1, , ,2
2000,590,44,2,1,2,2,3,3,2,4,1,2,1,4,0,-2, , ,1
2000,591,26,2,5,2,1,3,2,2,2,2,3,4,1,2,3, ,6,1
2000,592,22,1,1,3,3,2,4,2,2,2,3,2,3,3,-1,1, ,1
2000,594,66,1,1,2,2,1, ,2,2,5,1,4,1,-1,0, ,6,2
2000,597,25,2,1,2,3,2, ,2,1,1,2,1,4,0,0, , ,2
2000,598,82,2,1,1,3,2,2,2,2,5,5,3,2,-2,1,2, ,2
2000,599,65,2, , ,3,2, , , , , ,4,1,0,0, , , 
2000,601,33,2,2,2,1,3,1,2,1,2,2,6,3,0,0,1, ,2
2000,602,60,2,2,2,1,3,1,2,1,1,3,2,3,4,-3, ,6,2
2000,603,52,1,2,4,1,3,1,2,1,4,3,2,3,-1,-2,1, ,1
2000,604,24,1,2,3,2,3,3,2,1,2,3,2,3,1,-2, ,4, 
2000,605,76,1,1,2,2,3,2,2,1,1,1,1,4,5,-2,1,6,2
2000,606,65,1,1,4,2,3,4,2,1,1,1,5,2,-5,5,2,5,1
2000,607,46,1,1,3, ,3,3,2,1,1,1,1,4,-2,0,1, ,2
2000,609,40,1,1,2,3,2,3,1,2,1,3,2,3,0,0, ,6,2
2000,610,56,2,1,2,3,2, ,2,2,1,3,6,3,0,1, , , 
2000,612,43,1,1,4,3,3,4,2, ,1,1,3,2,2,0,1,4,1
2000,613,77,1,1,2,3,3,1,2,2,2,3,2,3,2,-1,1,2, 
2000,614,66,1,1,4,3,3,5,2,1,1,1,4,1,3,-3,1,5,1
2000,615,51,2,2,2, ,1,1,2,4,1,3,1,4,2,0, ,5,1
2000,616,35,2,5,4,2,3,4,2,2,1,1,6,3,-2,0,2,5,1
2000,617,70,1,5,1,2,3,2,2,2,1,3,1,4,3,0,1,3,2
2000,618,28,2,5,3,2,3,1,2,2,4,3,2,3,2,0,1,4,2
2000,619,33,2,5,2,2,3,1,2,2,1,6,4,1,1,0,1,4,1
2000,620,52,2,1,2, ,1,2,2,2,3,1,1,4,2,0,1,2,3
2000,621,47,1,1,4, ,3,3,2,1,3,1,2,3,0,-1,1, ,1
2000,622,67,1,5,4, ,4,1,2,2,3,1,1,4,1,-2,1, ,2
2000,623,24,2,4,2, ,4,3,2,1,1,6,7,4,-2,2, , ,3
2000,624,32,2,1,4, ,2,4,2,2,1,1,7,4,-4,3,2, ,2
2000,625,46,2,1,2, ,2,4,2,1,1,2,7,4,-2,2,2, ,1
2000,626,34,2,5,3, ,3, ,2,4,1,2,5,2,2,0,1, ,1
2000,627,56,2,1,3, ,2, ,2,4,1,1,4,1,0,-1,1,4,2
2000,628,47,2, ,4, ,3,4,2,1,1,1,1,4,2,-1,1, ,2
2000,629,53,1,1,4, ,4,5,2,1,1,1,1,4,1,-3,1, ,1
2000,630,59,2,1,3, ,3,5,2,1,1,2,5,2,-1,1,2,4,2
2000,631,48,2,2,4, ,2,3,1,1,5,1,1,4,5,-3,1,2,1
2000,632,43,2,2,4, ,2,3,2,1,3, ,4,1,1,5,1,5,1
2000,633,29,2,1,4, ,2,3,2,2,1,1,2,3,2,-1,1, ,1
2000,635,67,1,1,3, ,4,3,2,1,3,2,4,1,1,0,1,6,2
2000,636,70,2,1,3, ,1, ,2,1,5,1,4,1,2,-1,2,3,2
2000,637,46,1,1,4, ,2,2,2,4,2,2,1,4,0,-1,1,1,1
2000,638,65,1,1,4, ,3,3,2,1,1,2,5,2,-2,5,2,6,2
2000,639,62,2,1,2, ,4,2,2,4,5,1,2,3,0,0,1,4,3
2000,640,35,2,1,3, ,4,2,2,1,1,3,7,4,-4,5,2,7,1
2000,641,56,2,1,4, ,4,2,1,1,3,1,1,4,0,-1,1, ,1
2000,642,45,1,1,2, ,3,4,2,1,1,3,7,4,-5,5,2,7,3
2000,643,50,1,1,4, ,3,3,2,1,2,2,5,2,-4,2,2, ,2
2000,644,53,2,1,2, ,2,3,1,1,1,4,3,2,3,-3,1, ,2
2000,647,56,2,1,2, ,3,3,1,1,1,3,2,3,0,0, , ,2
2000,648,26,1,1,2, ,3,1,1,2,1,4,5,2,-3,5,2, ,3
2000,649,33,2,1,2, ,1,2,2,1,1,3,5,2,0,2, , ,2
2000,650,32,2,1,2, ,3,2,2,1,1,6,3,2,-2,2,2,6,3
2000,651,54,1,2,3, ,4,3,2,4,1,3,3,2,1,-3, ,3,2
2000,652,67,2, ,3, ,3, ,2,1,1,2,2,3,1,-2, , ,3
2000,654,55,1,1,4, ,3,3,2,2,1,1,7,4,-1,3,2,6,2
2000,655,25,1,1,4, ,3,4,2,2,7, ,6,3,-2,2, ,4,2
2000,656,42,2,2,2, ,3,1,2,1,3,1,4,1,0,-1,1,4,1
2000,657,23,2,1,4, ,3,4,2,2,2,1,4,1,2,0,1, ,2
2000,658,59,2,1,2, ,4,4,1,1,1,3,1,4,5,-2,1,2,1
2000,659,75,2,1,2, ,2,2,2,2,1,6,1,4,4,0,1, ,2
2000,660,79,2,1,3, ,3,1,2,1,5,2,6,3,-1,2,2, ,3
2000,662,55,2,1,2, ,3,3,2,1,1,1,2,3,1,0,1, ,2
2000,666,44,2,4,3, ,3,4,2,1,1,2,2,3,0,0,1, ,2
2000,667,84,2,1,1,2,1,1,2,2,5,4,2,3,-2,-4, ,4,2
2000,668,38,1,1,4, ,1,5,2,4,1,2,6,3,0,0,2,5,2
2000,670,82,1,1,2, ,1,2,2,1,1,1,6,3,-2,3,2,7,2
2000,671,37,1, ,4, ,1,4,1,2,1,1,7,4,0,-2, , ,2
2000,672,83,1,1,4, ,2,3,2,1,1,1,7,4,-2,1,2,5,2
2000,673,57,2,1,4, ,2, ,2,1,1,6,3,2,2,-2,1,4,2
2000,675,54,2,1,3, ,1, ,1,1,3,2,7,4,4,-5,1,4,1
2000,676,69,1,1,2,2,1,3,2,2,1,5,3,2,4,0, ,4,2
2000,677,56,2,4,2, ,3,3,2,1,5,1,5,2,-1,2,2, ,2
2000,680, ,2,1,4, ,2, ,2,1, ,1,4,1,-4,-1, ,5,3
2000,681,30,1,1,3,2,4,3,2,4,2,1,5,2,-1,2,2,4,1
2000,682,19,2,2,2, ,3,2,2,4,2,3,2,3,0,0,1,4,2
2000,684,36,1,1,4,3,3,4,2,1,1,1,5,2,1,2, ,5,2
2000,685,34,2,1,2,3,3,1,2,1,3,3,1,4,0,-1,1, ,1
2000,687,56,1,1,4,3,3,4,2,2,1,1,6,3,1,3,2, ,2
2000,688,48,2,1,3,1,3,3,2,1,3,1,2,3,3,-2,1, ,1
2000,690,35,2,1,4,2,3,3,2,1,1,1,6,3,0,-1,2,6,1
2000,691,57,2,1,2,3,1, ,2,2,5,2,1,4,-1,-3,1, ,2
2000,692,25,1,1,3, ,3,3,2,1,1,1,7,4,-3,4,2, ,1
2000,694,62,2,2,3, ,4,1,2,1,3,2,3,2,2,-1, , ,2
2000,695,38,1,1,3, ,3,3,2,1,1,1,5,2,-3,4,2, ,2
2000,696,27,1,5,3, ,3,3,2,1,2,3,2,3,4,1, , , 
2000,697,36,2,3,2,1,4,4,1,2,1,2,2,3,1,0,1,4,1
2000,698,64,1,1,4,2,3,4,2,1,1,1,5,2,0,1, ,6,2
2000,699,56,2,3,4,2,3,3,2,2,1,2,5,2,3,2, , ,1
2000,700,41,2,1,4,1,3, ,2,4,1,1,2,3,1,2,1, ,3
2000,701,35,1,1,4, ,2,4,2,1,1,1,7,4,-2,4,2,4,2
2000,702,42,2,1,4, ,3, ,2,2,1,1,1,4,1,-1,2, ,1
2000,703,48,2,2,3, ,2, ,2,1,4,3,2,3,3,0, ,2,1
2000,704,44,2,1,2, ,3,4,1,1,1,1,2,3,0,0,2,6,1
2000,705,38,1,4,3,2,4,4,1,1,1,3,6,3,-4,1,2,6,2
2000,706,59,2,1,3,1,4,4,2,2,1,6,1,4,1,-5,1, ,2
2000,707,80,2,1,3,1,4, ,2,1,5,2,5,2,0,1,2,4,2
2000,708,50,2,1,3,2,4,4,2,2,3,1,1,4,5,-2,1,2,2
2000,709,63,1,1,3,2,4,3,2,2,1,3,7,4,-3,5,2, ,2
2000,710,47,2,1,2,2,4,3,1,2,1,1,2,3,0,0,1, ,2
2000,711,42,1,4,2,2,4,4,1,1,1,3,6,3,2,-2,1, ,2
2000,713,88,1,1,3,1,3, ,2,2,1,3,7,4,-4,5,2, ,3
2000,714,63,1,1,3,2,1,3,2,1,3,3,2,3,2,0, ,4, 
2000,715,34,1, ,2,1,2,3,1,4,7,3,3,2,-2,-1,1,5,1
2000,716,31,2, , ,2,3, , , , , ,5,2,0,1, , , 
2000,717,47,1,1,4,2,3,4,2,1,1,1,6,3,0,2,2, ,2
2000,718,66,2,1,4,2,2,3,2,2,1,1,5,2,4,-4,1,4,1
2000,719,42,1,1,4,2,2, ,1,1,1,1,6,3,-1,2,2, ,2
2000,721,34,2,5,2,1,1,3,1,1,3,2,2,3,0,0, ,2, 
2000,722,37,1,1,2,1,1,1,2,4,7,4,1,4,0,0, , ,3
2000,723,43,2,1,3,1,1,2,2,2,2,2,4,1,0,-2,1, ,2
2000,725,76,2,1,3,1,1,3,2,3,1,2,1,4,2,-4,1, ,2
2000,726,60,1,1,4,2,1,4,2,2,2,1,7,4,-5,5,2,6,1
2000,727,45,1,1,4,3,2, ,2,2,1,1,5,2,-1,-2,1, ,1
2000,728,73,1,1,2,3,2, ,2,1,1,3,2,3,-2,-2,1, ,1
2000,729,46,1,1,3, ,2,4,2,4,3,1,3,2,1,-2,1, ,2
2000,736,27,1,1,4,2,2,3,2,2,2,2,7,4,-1,1,2,6,1
2000,737,58,1,1,3,2,1,4,2,2,1,1,5,2,-2,1,2, ,3
2000,738,49,2,1,3,2,1,5,2,1,1,6,7,4,-4,3,2,7,2
2000,740,71,2,2,3,1,1,1,2,1,5,3,3,2,2,-2,1, ,2
2000,741,65,2,1,2,1,1,2,2,1,1,3,2,3,2,0,1, ,2
2000,742,48,2,1,3,1,1,2,1,1,3,1,4,1,0,0,2, ,2
2000,746,65,2,1,3,2,1,2,2,2,1,1,7,4,0,0,2,4,2
2000,747,38,1,1,4,2,1,4,1,2,1,2,1,4,0,-1,1,4,1
2000,748,72,1,1,4,2,1,4,2,2,1,2,5,2,0,2,2,5,2
2000,749,31,2,1,2,2,1,4,2,2,1,3,2,3,0,0,2, ,2
2000,750,49,1,1,3, ,3,3,2,2,3,1,7,4,-5,4,2, ,3
2000,751,83,1,1,4,2,1,3,2,2,1,1,7,4,1,2,2,5,2
2000,752,55,2,1,4,2,2,5,2,1,1,2,1,4,5,-5,1,4,1
2000,753,67,2,1,2,2,2, ,1,2,1,2,1,4,3,-4,1, ,1
2000,754,23,2,1,4,2,2,4,1,2,2,1,1,4,1,-1,1, ,3
2000,757,20,1,1,3,1,1,1,2,1,2,5,6,3,-2,1,2, ,2
2000,758,79,1,1,2,3,1,1,2,2,1,3,4,1,-1,5,2,4,2
2000,759,49,1,1,3,3,4,5,2,1,1,1,5,2,-2,1,2, ,2
2000,761,45,2,1,2,1,2,2,2,4,7,2,3,2,0,0, , ,2
2000,762,42,1,1,4,1,2,4,2,2,1,1,3,2,5,-5,1,4,1
2000,763,53,1,2,1,3,3,1,2,1,2, ,1,4,1,-2, , ,2
2000,764,61,1,2,2,3,3,1,2,1,3,3,1,4,1,-1, ,5,2
2000,766,28,2,1,3,2,3,3,2,4,2,1,6,3,0,0, ,3,2
2000,768,26,1,1,4,2,4,4,2,4,2,1,3,2,3,-5, , ,1
2000,769,77,2,1,2,1,1,2,2,4,5,2,2,3,2,-1,1, ,1
2000,770,63,2,1,2,3,1,2,2,2,1,2,4,1,-5,5,2, ,2
2000,771,59,1,2,2,3,3, ,1,1,7,3,1,4,0,-1,1, ,2
2000,772,58,2,2,2,3,3, ,2,1,1,3,1,4,5,-1, , , 
2000,773,19,2,2,2,3,3, ,1,1,2,2,1,4,0,0, ,4,1
2000,774,81,2,2,1,3,3,1,2,1,5,3,2,3,1,0,1,4,1
2000,775,47,2,1,4,3,3,4,2,1,1,2,1,4,1,-1,1, ,1
2000,776,64,2,1,2,3,3,1,2,1,3,2,6,3,-2,2,2,7,2
2000,778,49,2,1,4,3,2,4,1,1,1,1,1,4,3,-4,1, ,2
2000,779,80,2,1,4,3,2,2,2,1,5,1,5,2,2,-1,2,5,1
2000,780,70,2,1,2,2,2,2,2,2,1,3,1,4,3,-2,1, ,2
2000,782,21,2,1,3,2,2, ,1,1,2,1,1,4,2,0,1, ,2
2000,784,60,2,5,3,2,2,4,2,1,1,1,6,3,0,2,2,5,1
2000,785,40,1,1,2,1,1,5,1,2,2,3,2,3,0,0,2, ,1
2000,786,57,1,2,2,1,1,4,2,1,1,3,1,4,1,-4,1, ,2
2000,788,75,1,1,2,3,2,2,2,1,5,2,1,4,4,-5,1, ,2
2000,789,64,1,2,2,3,3,1,2,1,1,5,1,4,1,-1, , , 
2000,790,47,1, ,4,3,3, ,2,1,1,5,7,4,-4,2,2,7,3
2000,791,55,1,1,3,3,3,4,2,2,1,5,5,2,-2,4,2,6,3
2000,792,55,1,1,2,2,1,3,1,1,1,3,7,4,-4,5,2, ,2
2000,793,20,2,2,2,3,3,4,2,1,2, ,4,1,0,0,1,6,1
2000,794,54,1,1,3,3,3,2,2,1,5,1,6,3,4,-5,1, ,2
2000,795,39,1,1,4,1,3,2,2,2,2,4,1,4,4,-2, , ,2
2000,796,63,1,1,2,1,3,2,2,1,1,1,7,4,-2,5,2, ,3
2000,797,54,2,1,4,1,3,4,2,1,1,6,1,4,5,-5,1,1,3
2000,798,88,2,1,1,3,3,1,2,1,5,3,1,4,2,-2,1,4,2
2000,799,93,1,1,1,3,3,1,2,1,5,1,7,4,2,0,2, ,2
2000,800,38,2,2,2,2,3,3,2,1,1,2,2,3,3,0,1, ,1
2000,802,49,1,1,4,2,3,4,1,2,5,1,1,4,3,-5,1, ,2
2000,803,23,2,2,4,2,3,4,1,1,2,2,1,4,4,-3,1,2,2
2000,804,19,2,5,2,2,4,2,2,1,1,6,4,1,-2,0, , ,1
2000,805,33,2,5,2,2,4,2,2,1,3,2,4,1,0,0, ,4,3
2000,806,18,1,5,3,1,4,1,2,2,2,2,1,4,0,0, ,2,1
2000,807,64,1,1,2,2,4,1,2,1,5,3,1,4,2,0, , ,1
2000,808,39,2,1,4,3,3,3,2,1,1,6,6,3,-2,4,2,6,1
2000,810,68,2,1,3,3,2,1,2,1,5,3,7,4,-2,0,2, ,2
2000,811,58,2,1,2,3,2,1,2,1,1,6,1,4,2,0,1,6,2
2000,812,43,2,1,3,2,4,4,1,2,1,2,2,3,2,0, , ,2
2000,813,44,1,5,3,2,4,4,2,2,1,3,2,3,1,1,1,6,1
2000,814,40,2,5,2,2,4,4,2,2,1,2,1,4,4,-2, ,4,1
2000,815,52,2,1,3,2,4,4,2,4,1,2,5,2,0,-2,2,5,1
2000,816,39,2, ,3,2,3,4,2,1,1,2,2,3,-2,-5,1, ,2
2000,817,56,2,1,4,3,3, ,2,1,1,6,4,1,2,0, , ,2
2000,819,45,2,2,3,3,3,3,2,1,3, ,2,3,0,-3, , , 
2000,821,26,2,1,4,3,3,4,2,2,2,1,2,3,1,-2, , ,1
2000,824,34,2,1,4,2,3,1,2,1,3,1,6,3,0,1, ,5,3
2000,825,44,2,2,2,3,3,2,2,1,3,2,3,2,1,-1,1, ,3
2000,827,75,2,2,1,1,3,1,2,1,3,3,1,4,3,-2,1, ,2
2000,828,39,1,1,4,3,1,5,2,2,1,1,1,4,1,-1,1, ,1
2000,829,79,1,1,4,3,1, ,2,2,1,2,6,3,0,1,2,4,2
2000,830,63,2,1,2,2,1, ,2,1,1,6,3,2,0,-2,1, ,2
2000,831,40,2,1,4,2,1,4,2,1,1,1,3,2,0,-1, ,4, 
2000,832,52,1,1,2,2,4,2,2,1,3,2,3,2,4,0, , , 
2000,834,76,1,2,2,3,3,1,2,1,5,3,1,4,5,-1,1,4,2
2000,835,76,2,1,2,3,3,1,2,1,5,3,1,4,2,-4,1, ,2
2000,836,66,2,1,1,3,3,2,2,1,1,5,1,4,2,-4,1,6,2
2000,837,35,1,3,3,3,3,4,2,1,7,1,2,3,0,0, , ,3
2000,838,81,2,2,4,3,3,3,2,1,4,1,2,3,1,-1,1, ,1
2000,839,24,2,1,3,1,4,2,2,1,2,2,2,3,1,-1, , ,1
2000,841,75,2,1,3,1,2,3,2,3,3,1,3,2,1,-2,1, ,2
2000,842,70,2,1,3,1,2,3,2,1,5,2,1,4,5,0,1,2,2
2000,843,57,2,1,2,1,2,3,1,2,1,3,1,4,4,-3,1, ,2
2000,844,74,2,2,2,1,3,1,2,1,4,3,1,4,3,-1,1,3,2
2000,846,47,2,2,3,1,3,3,2,1,1,1,2,3,0,-1,1,2,1
2000,847,45,2, ,2,2,2,1,2,1, ,1,5,2,0,1, , ,2
2000,848,61,2,1,2,3,2,1,2,1,5,2,7,4,0,3,2,6,3
2000,849,47,2,1,2,2,2,3,2,1,1,3,2,3,0,0, ,6, 
2000,850,32,1,4,3,2,2,1,2,4,7,3,4,1,0,0, , ,3
2000,851,31,2,2,2,1,3,1,2,1,2,2,5,2,0,0,1, ,1
2000,852,62,1,1,1,3,3,2,2,1,1,3,4,1,1,0, , ,2
2000,853,34,2,1,3,3,3,2,2,1,1,1,6,3,-1,3,2,5,2
2000,854,83,2,1,2,3,3,1,2,1,5,3,7,4,-2,1, , ,2
2000,855,28,1,3,4,1,4,4,2,2,1,1,3,2,2,-3,1, ,1
2000,856,45,1,1,4,2,3,4,2,3,1,1,6,3,2,0,1,5,1
2000,857,47,2,1,4,2,3, ,2,2,1,1,2,3,5,-3,1, ,3
2000,858,40,1,5,3,2,3,4,2,4,1,1,3,2,2,0,2, ,1
2000,859,29,2,2,2,1,3,1,2,4,2,2,1,4,0,-1,1, ,1
2000,860,58,2,1,3,3,2,4,1,2,1,6,1,4,5,-2,1,6,2
2000,861,37,2,1,4,3,2,4,2,1,1,2,5,2,-2,2,2, ,2
2000,862,33,1,1,3,2,2,5,1,2,1,2,5,2,-3,1,2,2,1
2000,864,40,2,1,3,2,2,4,2,2,1,3,4,1,1,-1,2,4,1
2000,865,38,1,1,4,1,4,4,2,1,1,1,5,2,-1,1,2, ,1
2000,866,50,1,5,2,2,4,4,2,2,1,3,1,4,1,-1, , ,2
2000,867,37,2,1,3,3,3,1,2,1,3,2,3,2,0,1,1,6,3
2000,868,55,2,1,2,3,3,2,2,1,3,3,4,1,0,0,2, ,2
2000,869,58,1,1,2,3,3,3,2,1,1, ,4,1,-1,2, , ,2
2000,870,85,2,1,2,3,2, ,2,2,5,6,1,4,2,-2,1, ,2
2000,871,76,2,1,2,3,2,3,1,2,1,6,1,4,4,-2,1,6,2
2000,872,36,2,1,3,3,2,4,2,1,1,2,2,3,1,-2,1,3,1
2000,873,69,2,1,3,3,2,2,2,2,1,1,3,2,1,0,1, ,2
2000,875,77,1,2,1,1,3, ,2,1,1,3,3,2,3,2,1,2,2
2000,876,48,1,1,4,2,2,4,2,1,1,1,1,4,2,-2,1, ,2
2000,877,20,2,1,3,2,2,4,1,1,2,3,3,2,0,0,2,4,2
2000,878,39,1,1,4,2,2,4,2,1,1,1,6,3,-4,4,2,7,2
2000,881,50,2,1,3,2,2,4,1,2,1,3, , ,4,-5,1,6,1
2000,882,79,2,2,1,1,3,1,2,1,5,3,3,2,1,0, , ,2
2000,883,21,1,2,2,2,3,2,2,1,2,3,5,2,0,0, , , 
2000,885,63,2,4,2,3,3,1,2,1,3,2,6,3,3,0,1, ,3
2000,886,59,1,2,2,1,3,2,2,1,1,3,2,3,0,-5,1, ,1
2000,887,33,1,1,3,2,2,4,2,2,1,1,5,2,-1,0,2,4,2
2000,888,48,2,1,4,2,2,4,1,2,1,1,2,3,2,4,2,5,2
2000,889,40,2,1,3,2,2,4,2,1,1,1,7,4,-4,5,2, ,3
2000,890,57,2,5,3,3,4,2,2,3,7,2,1,4,5,-1,1, ,2
2000,892,29,2,2,4,1,3,3,2,1,2,1,1,4,-3,-4,1,4,1
2000,893,52,2,1,3,2,3,3,2,1,1,2,5,2,-3,-1, , ,1
2000,895,79,2,1,2,2,3, ,2,1,5,3,1,4,3,-4,1, ,2
2000,897,36,2,4,4,3,3,2,2,1,2,1,7,4,-3,1,2,7,2
2000,900,80,2,1,3,2,1,4,2,1,5,2,7,4,-2,5,2, ,2
2000,901,36,2,1,2,1,1,3,2,2,1,2,3,2,0,-1,1,4,1
2000,903,81,1,1,4,3,1,2,2,4,3,1,5,2,-1,0,2, ,1
2000,904,38,1,1,3,1,1, ,1,2,1,2,2,3,2,-1,1,4,1
2000,905,74,1,1,2,3,1,2,2,2,1,3,3,2,0,1,1, ,2
2000,906,57,1,1,4,3,1,2,2,1,3,3,1,4,5,-2,1, ,2
2000,907,20,2,4,2,3,3,1,2,1,1,2,4,1,1,0, ,4,3
2000,908,44,2,1,4,3,1,2,2,2,3,1,1,4,4,-5,1,4,2
2000,909,72,2,1,2,2,1,4,2,1,1,2,7,4,-2,4,2,6,2
2000,910,48,1,1,4,2,4,4,2,2,3,1,1,4,5,-2,1, ,2
2000,911,41,2,1,3,2,4, ,2,1,1,6,7,4,-4,1,2,6,1
2000,912,41,1,2,4,2,4,2,2,1,3,1,3,2,0,0,2,4,1
2000,913,31,2,1,3,1,4,3,2,4,1,2,6,3,0,0, ,5,1
2000,915,29,1,5,4,1,4,2,2,1,1,1,5,2,-2,0,2, ,2
2000,916,35,1,1,2,2,3,3,2,1,2,2,7,4,-5,2,2, ,2
2000,917,21,2,2,3,2,3, ,2,1,2,3,1,4,2,-3,1, ,1
2000,918,74,1,2,2,1,3,2,2,1,1,3,3,2,1,0, , ,2
2000,919,44,2,1,4,3,4,3,2,4,1,2,5,2,0,1,2, ,1
2000,920,50,1,1,3,3,4,3,1,2,1,2,3,2,2,-4,1,3,1
2000,921,89,1,1,2,2,2,3,2,2,1,2,1,4,2,-1,1,2,1
2000,922,46,1,1,2,2,2,4,2,2,1,3,4,1,-3,2,2, ,1
2000,923,24,2,1,4,1,2,4,1,4,7,1,2,3,0,2, , ,1
2000,925,77,1, ,2,3,2,4,2,1,1,3,2,3,4,-3,1, ,2
2000,926,25,2,1,2,3,3,1,2,2,2,3,1,4,2,2,1,5,2
